run,epoch,batch,batch_loss,elapsed
train,0,0,0.7234593629837036,0.008847475051879883
train,0,1,0.7257581949234009,0.014469385147094727
train,0,2,0.7179688811302185,0.02030801773071289
train,0,3,0.7306531667709351,0.027225017547607422
train,0,4,0.7167118191719055,0.032755374908447266
train,0,5,0.7116515040397644,0.03834724426269531
train,0,6,0.7242376208305359,0.04542827606201172
train,0,7,0.7267712354660034,0.05157899856567383
train,0,8,0.7250310778617859,0.057882070541381836
train,0,9,0.7118149399757385,0.06399798393249512
train,0,10,0.7233806252479553,0.07004547119140625
train,0,11,0.7201478481292725,0.07571840286254883
train,0,12,0.7107447385787964,0.08189511299133301
train,0,13,0.7240128517150879,0.08816647529602051
train,0,14,0.7246903777122498,0.09361791610717773
train,0,15,0.7243999242782593,0.09969568252563477
train,0,16,0.7276553511619568,0.10525274276733398
train,0,17,0.728755533695221,0.11104846000671387
train,0,18,0.7149128913879395,0.11709308624267578
train,0,19,0.7206860184669495,0.12322711944580078
train,0,20,0.7213295102119446,0.12976694107055664
train,0,21,0.7088304162025452,0.13553953170776367
train,0,22,0.7207136154174805,0.14215683937072754
train,0,23,0.7223895788192749,0.14994072914123535
train,0,24,0.7271186709403992,0.1574251651763916
train,0,25,0.7307626605033875,0.1639084815979004
train,0,26,0.7129645347595215,0.16978049278259277
train,0,27,0.7158960700035095,0.17584013938903809
train,0,28,0.7150358557701111,0.18184685707092285
train,0,29,0.725590705871582,0.18753361701965332
train,0,30,0.709681510925293,0.19480609893798828
train,0,31,0.728712260723114,0.20204997062683105
train,0,32,0.7162452936172485,0.21000981330871582
train,0,33,0.7171558737754822,0.21639561653137207
train,0,34,0.7254072427749634,0.2219398021697998
train,0,35,0.7218634486198425,0.22850275039672852
train,0,36,0.7230668067932129,0.23483538627624512
train,0,37,0.7148752212524414,0.24107742309570312
train,0,38,0.7241773009300232,0.24727320671081543
train,0,39,0.7239372730255127,0.2534141540527344
train,0,40,0.7253993153572083,0.2589409351348877
train,0,41,0.7300006747245789,0.26523923873901367
train,0,42,0.7317889332771301,0.27104902267456055
train,0,43,0.7189746499061584,0.2765798568725586
train,0,44,0.7221513986587524,0.2824716567993164
train,0,45,0.7208272218704224,0.2881608009338379
train,0,46,0.7139496207237244,0.293684720993042
train,0,47,0.7172302007675171,0.29982447624206543
train,0,48,0.7250542044639587,0.3053109645843506
train,0,49,0.7215885519981384,0.3122258186340332
train,0,50,0.7152870297431946,0.318023681640625
train,0,51,0.7170836329460144,0.32481932640075684
train,0,52,0.7216901779174805,0.3312668800354004
train,0,53,0.7093552947044373,0.3373079299926758
train,0,54,0.7213303446769714,0.34319090843200684
train,0,55,0.7306533455848694,0.3487555980682373
train,0,56,0.7136957049369812,0.3546895980834961
train,0,57,0.7216200828552246,0.3607962131500244
train,0,58,0.7165637016296387,0.36690855026245117
train,0,59,0.7208223938941956,0.372255802154541
train,0,60,0.7274088859558105,0.37825655937194824
train,0,61,0.7103325724601746,0.3844563961029053
train,0,62,0.7176741361618042,0.39160823822021484
train,0,63,0.7244958281517029,0.39855098724365234
train,0,64,0.7219564914703369,0.40490126609802246
train,0,65,0.7224307060241699,0.4118528366088867
train,0,66,0.7176934480667114,0.41809701919555664
train,0,67,0.7202930450439453,0.4242682456970215
train,0,68,0.7273486852645874,0.4301266670227051
train,0,69,0.7259557843208313,0.4370608329772949
train,0,70,0.7324783802032471,0.4445617198944092
train,0,71,0.728455126285553,0.45124077796936035
train,0,72,0.7182416319847107,0.45804905891418457
train,0,73,0.7232898473739624,0.4642465114593506
train,0,74,0.7157354950904846,0.4699137210845947
train,0,75,0.7230722904205322,0.47632765769958496
train,0,76,0.7146854400634766,0.4817979335784912
train,0,77,0.7117764949798584,0.48757386207580566
train,0,78,0.711978554725647,0.4932727813720703
train,0,79,0.7325515747070312,0.49948549270629883
train,0,80,0.7049769759178162,0.5050079822540283
train,0,81,0.7120729088783264,0.5118331909179688
train,0,82,0.7246913909912109,0.5174543857574463
train,0,83,0.7324143648147583,0.5227382183074951
train,0,84,0.7282630205154419,0.5300486087799072
train,0,85,0.7196968793869019,0.5356090068817139
train,0,86,0.7341011762619019,0.5415918827056885
train,0,87,0.7010180950164795,0.5474917888641357
train,0,88,0.7282636761665344,0.5538876056671143
train,0,89,0.7197845578193665,0.5594611167907715
train,0,90,0.7245506048202515,0.5656335353851318
train,0,91,0.7281721830368042,0.5714859962463379
train,0,92,0.7275864481925964,0.5773396492004395
train,0,93,0.7223193049430847,0.5830061435699463
train,0,94,0.7193012833595276,0.5886983871459961
train,0,95,0.7172490954399109,0.5957152843475342
train,0,96,0.7295516133308411,0.6024384498596191
train,0,97,0.719706654548645,0.6093506813049316
train,0,98,0.7200192213058472,0.6162867546081543
train,0,99,0.7258486747741699,0.6230125427246094
train,0,100,0.7258471846580505,0.6301858425140381
train,0,101,0.7210903763771057,0.6367263793945312
train,0,102,0.7195320129394531,0.6437180042266846
train,0,103,0.7158584594726562,0.6497092247009277
train,0,104,0.7299302816390991,0.6559543609619141
train,0,105,0.7230798006057739,0.6614117622375488
train,0,106,0.725822389125824,0.667271614074707
train,0,107,0.7204184532165527,0.6734912395477295
train,0,108,0.7202191352844238,0.6790957450866699
train,0,109,0.7218982577323914,0.6847829818725586
train,0,110,0.7292275428771973,0.6900031566619873
train,0,111,0.7250643968582153,0.6960220336914062
train,0,112,0.707321286201477,0.701941967010498
train,0,113,0.7270650863647461,0.7078640460968018
train,0,114,0.7237684726715088,0.7142417430877686
train,0,115,0.7169623970985413,0.7201623916625977
train,0,116,0.7181769609451294,0.7270472049713135
train,0,117,0.7126719951629639,0.7334518432617188
train,0,118,0.7231886386871338,0.739492654800415
train,0,119,0.7294834852218628,0.7448875904083252
train,0,120,0.7270414233207703,0.7508523464202881
train,0,121,0.7239106893539429,0.7566728591918945
train,0,122,0.7184573411941528,0.7620904445648193
train,0,123,0.7327283024787903,0.7681474685668945
train,0,124,0.7198403477668762,0.7738115787506104
train,0,125,0.7287818193435669,0.7797946929931641
train,0,126,0.7121062278747559,0.7850742340087891
train,0,127,0.7179365754127502,0.7922964096069336
train,0,128,0.7056673765182495,0.7985317707061768
train,0,129,0.7240759134292603,0.8041532039642334
train,0,130,0.7286002039909363,0.8096578121185303
train,0,131,0.7203671932220459,0.8170211315155029
train,0,132,0.724504292011261,0.8231298923492432
train,0,133,0.7215397357940674,0.8286590576171875
train,0,134,0.7219324111938477,0.8354485034942627
train,0,135,0.720630943775177,0.8428077697753906
train,0,136,0.7187504768371582,0.8484477996826172
train,0,137,0.7289625406265259,0.8539400100708008
train,0,138,0.7260345220565796,0.8604023456573486
train,0,139,0.7125595808029175,0.8660805225372314
train,0,140,0.7223877310752869,0.8713972568511963
train,0,141,0.7122972011566162,0.8777503967285156
train,0,142,0.7158451080322266,0.8833847045898438
train,0,143,0.722391664981842,0.8889439105987549
train,0,144,0.7218696475028992,0.8952021598815918
train,0,145,0.7221524119377136,0.9017348289489746
train,0,146,0.723365306854248,0.907395601272583
train,0,147,0.7231247425079346,0.913153886795044
train,0,148,0.7277394533157349,0.9194800853729248
train,0,149,0.713791012763977,0.926605224609375
train,0,150,0.7216465473175049,0.9323077201843262
train,0,151,0.7130712270736694,0.9380769729614258
train,0,152,0.7248075604438782,0.9441230297088623
train,0,153,0.7166779041290283,0.9498400688171387
train,0,154,0.7239802479743958,0.9556949138641357
train,0,155,0.7148017287254333,0.9624509811401367
train,0,156,0.7257353067398071,0.96820068359375
train,0,157,0.7079326510429382,0.9743783473968506
train,0,158,0.7073304057121277,0.9801149368286133
train,0,159,0.7205678224563599,0.9860117435455322
train,0,160,0.7176296710968018,0.9930109977722168
train,0,161,0.727454662322998,0.9993386268615723
train,0,162,0.7310425043106079,1.005469799041748
train,0,163,0.725023090839386,1.0111167430877686
train,0,164,0.7113935947418213,1.0168540477752686
train,0,165,0.7288311719894409,1.023824691772461
train,0,166,0.7183009386062622,1.030301809310913
train,0,167,0.7110663056373596,1.0366137027740479
train,0,168,0.7268997430801392,1.0431983470916748
train,0,169,0.7172809839248657,1.049391746520996
train,0,170,0.7149014472961426,1.055337905883789
train,0,171,0.7298678755760193,1.061985731124878
train,0,172,0.7195826768875122,1.0680387020111084
train,0,173,0.7193393707275391,1.073993444442749
train,0,174,0.7108228802680969,1.079421043395996
train,0,175,0.7228847146034241,1.0849661827087402
train,0,176,0.7229764461517334,1.090548038482666
train,0,177,0.7239238023757935,1.0967621803283691
train,0,178,0.7218911647796631,1.1025910377502441
train,0,179,0.7206547856330872,1.1084675788879395
train,0,180,0.7075501084327698,1.1145546436309814
train,0,181,0.7195438146591187,1.1203696727752686
train,0,182,0.7099385261535645,1.1272270679473877
train,0,183,0.722788393497467,1.1336677074432373
train,0,184,0.7140142917633057,1.1396186351776123
train,0,185,0.7094759345054626,1.145052433013916
train,0,186,0.7164028286933899,1.1506388187408447
train,0,187,0.7296130657196045,1.1570582389831543
train,0,188,0.7170172333717346,1.1629829406738281
train,0,189,0.7101461291313171,1.1684882640838623
train,0,190,0.725102961063385,1.174342393875122
train,0,191,0.7164452075958252,1.1800930500030518
train,0,192,0.7266747355461121,1.185530185699463
train,0,193,0.7177058458328247,1.1925365924835205
train,0,194,0.7159282565116882,1.199162244796753
train,0,195,0.7238351106643677,1.2055065631866455
train,0,196,0.7179820537567139,1.2115254402160645
train,0,197,0.7218321561813354,1.2168278694152832
train,0,198,0.710378885269165,1.2227602005004883
train,0,199,0.7215807437896729,1.2305936813354492
train,0,200,0.7166669368743896,1.2368664741516113
