run,epoch,batch,batch_loss,elapsed
train,0,0,0.7234593629837036,0.008038759231567383
train,0,1,0.7257581949234009,0.01407003402709961
train,0,2,0.7179688811302185,0.02017664909362793
train,0,3,0.7306531667709351,0.027390718460083008
train,0,4,0.7167118191719055,0.03317975997924805
train,0,5,0.7116515040397644,0.03952527046203613
train,0,6,0.7242376208305359,0.04610466957092285
train,0,7,0.7267712354660034,0.05297684669494629
train,0,8,0.7250310778617859,0.059560537338256836
train,0,9,0.7118149399757385,0.06592583656311035
train,0,10,0.7233806252479553,0.07261776924133301
train,0,11,0.7201478481292725,0.0793149471282959
train,0,12,0.7107447385787964,0.08614587783813477
train,0,13,0.7240128517150879,0.09397315979003906
train,0,14,0.7246903777122498,0.09970211982727051
train,0,15,0.7243999242782593,0.10617375373840332
train,0,16,0.7276553511619568,0.11310195922851562
train,0,17,0.728755533695221,0.11913657188415527
train,0,18,0.7149128913879395,0.12565279006958008
train,0,19,0.7206860184669495,0.13190579414367676
train,0,20,0.7213295102119446,0.13835501670837402
train,0,21,0.7088304162025452,0.14474916458129883
train,0,22,0.7207136154174805,0.15092873573303223
train,0,23,0.7223895788192749,0.15824389457702637
train,0,24,0.7271186709403992,0.16483163833618164
train,0,25,0.7307626605033875,0.1709127426147461
train,0,26,0.7129645347595215,0.17812418937683105
train,0,27,0.7158960700035095,0.1842336654663086
train,0,28,0.7150358557701111,0.19088411331176758
train,0,29,0.725590705871582,0.19763922691345215
train,0,30,0.709681510925293,0.20520496368408203
train,0,31,0.728712260723114,0.21263360977172852
train,0,32,0.7162452936172485,0.21932315826416016
train,0,33,0.7171558737754822,0.22666478157043457
train,0,34,0.7254072427749634,0.23269939422607422
train,0,35,0.7218634486198425,0.23967933654785156
train,0,36,0.7230668067932129,0.24646282196044922
train,0,37,0.7148752212524414,0.2522578239440918
train,0,38,0.7241773009300232,0.25908350944519043
train,0,39,0.7239372730255127,0.26544928550720215
train,0,40,0.7253993153572083,0.2715797424316406
train,0,41,0.7300006747245789,0.27877306938171387
train,0,42,0.7317889332771301,0.2845592498779297
train,0,43,0.7189746499061584,0.29111528396606445
train,0,44,0.7221513986587524,0.29801392555236816
train,0,45,0.7208272218704224,0.30477118492126465
train,0,46,0.7139496207237244,0.3112351894378662
train,0,47,0.7172302007675171,0.3174724578857422
train,0,48,0.7250542044639587,0.3237912654876709
train,0,49,0.7215885519981384,0.330364465713501
train,0,50,0.7152870297431946,0.3363313674926758
train,0,51,0.7170836329460144,0.3433666229248047
train,0,52,0.7216901779174805,0.3497793674468994
train,0,53,0.7093552947044373,0.35713720321655273
train,0,54,0.7213303446769714,0.363739013671875
train,0,55,0.7306533455848694,0.3699471950531006
train,0,56,0.7136957049369812,0.3767385482788086
train,0,57,0.7216200828552246,0.3833732604980469
train,0,58,0.7165637016296387,0.3899691104888916
train,0,59,0.7208223938941956,0.3961329460144043
train,0,60,0.7274088859558105,0.4036133289337158
train,0,61,0.7103325724601746,0.41158485412597656
train,0,62,0.7176741361618042,0.4179258346557617
train,0,63,0.7244958281517029,0.4257957935333252
train,0,64,0.7219564914703369,0.4318208694458008
train,0,65,0.7224307060241699,0.4381392002105713
train,0,66,0.7176934480667114,0.4448812007904053
train,0,67,0.7202930450439453,0.4509458541870117
train,0,68,0.7273486852645874,0.45701050758361816
train,0,69,0.7259557843208313,0.46332311630249023
train,0,70,0.7324783802032471,0.46921682357788086
train,0,71,0.728455126285553,0.4799926280975342
train,0,72,0.7182416319847107,0.48865675926208496
train,0,73,0.7232898473739624,0.4955766201019287
train,0,74,0.7157354950904846,0.501368522644043
train,0,75,0.7230722904205322,0.5126743316650391
train,0,76,0.7146854400634766,0.5183625221252441
train,0,77,0.7117764949798584,0.525489091873169
train,0,78,0.711978554725647,0.5315988063812256
train,0,79,0.7325515747070312,0.5385339260101318
train,0,80,0.7049769759178162,0.5451366901397705
train,0,81,0.7120729088783264,0.5519607067108154
train,0,82,0.7246913909912109,0.5589189529418945
train,0,83,0.7324143648147583,0.5648589134216309
train,0,84,0.7282630205154419,0.5749671459197998
train,0,85,0.7196968793869019,0.581458568572998
train,0,86,0.7341011762619019,0.5882668495178223
train,0,87,0.7010180950164795,0.5951328277587891
train,0,88,0.7282636761665344,0.6022975444793701
train,0,89,0.7197845578193665,0.6096858978271484
train,0,90,0.7245506048202515,0.6169185638427734
train,0,91,0.7281721830368042,0.6244680881500244
train,0,92,0.7275864481925964,0.6309733390808105
train,0,93,0.7223193049430847,0.6374778747558594
train,0,94,0.7193012833595276,0.6441173553466797
train,0,95,0.7172490954399109,0.6497173309326172
train,0,96,0.7295516133308411,0.6560187339782715
train,0,97,0.719706654548645,0.6621613502502441
train,0,98,0.7200192213058472,0.6672854423522949
train,0,99,0.7258486747741699,0.6737494468688965
train,0,100,0.7258471846580505,0.6800615787506104
train,0,101,0.7210903763771057,0.6864256858825684
train,0,102,0.7195320129394531,0.6928181648254395
train,0,103,0.7158584594726562,0.6983559131622314
train,0,104,0.7299302816390991,0.7044448852539062
train,0,105,0.7230798006057739,0.71059250831604
train,0,106,0.725822389125824,0.7161617279052734
train,0,107,0.7204184532165527,0.722480297088623
train,0,108,0.7202191352844238,0.728478193283081
train,0,109,0.7218982577323914,0.7343947887420654
train,0,110,0.7292275428771973,0.741114616394043
train,0,111,0.7250643968582153,0.7478101253509521
train,0,112,0.707321286201477,0.7541642189025879
train,0,113,0.7270650863647461,0.7607810497283936
train,0,114,0.7237684726715088,0.7672407627105713
train,0,115,0.7169623970985413,0.7747104167938232
train,0,116,0.7181769609451294,0.7810873985290527
train,0,117,0.7126719951629639,0.7875185012817383
train,0,118,0.7231886386871338,0.7943134307861328
train,0,119,0.7294834852218628,0.8000295162200928
train,0,120,0.7270414233207703,0.8126583099365234
train,0,121,0.7239106893539429,0.8190512657165527
train,0,122,0.7184573411941528,0.8252990245819092
train,0,123,0.7327283024787903,0.8319544792175293
train,0,124,0.7198403477668762,0.8385443687438965
train,0,125,0.7287818193435669,0.844886302947998
train,0,126,0.7121062278747559,0.8501911163330078
train,0,127,0.7179365754127502,0.856501579284668
train,0,128,0.7056673765182495,0.8626720905303955
train,0,129,0.7240759134292603,0.8688366413116455
train,0,130,0.7286002039909363,0.8752832412719727
train,0,131,0.7203671932220459,0.880885124206543
train,0,132,0.724504292011261,0.8868024349212646
train,0,133,0.7215397357940674,0.8928418159484863
train,0,134,0.7219324111938477,0.8991615772247314
train,0,135,0.720630943775177,0.9063973426818848
train,0,136,0.7187504768371582,0.9125769138336182
train,0,137,0.7289625406265259,0.9182789325714111
train,0,138,0.7260345220565796,0.9257745742797852
train,0,139,0.7125595808029175,0.9315826892852783
train,0,140,0.7223877310752869,0.9378457069396973
train,0,141,0.7122972011566162,0.9443230628967285
train,0,142,0.7158451080322266,0.9501361846923828
train,0,143,0.722391664981842,0.9567148685455322
train,0,144,0.7218696475028992,0.963925838470459
train,0,145,0.7221524119377136,0.9709084033966064
train,0,146,0.723365306854248,0.9773705005645752
train,0,147,0.7231247425079346,0.9833557605743408
train,0,148,0.7277394533157349,0.9902098178863525
train,0,149,0.713791012763977,0.9967784881591797
train,0,150,0.7216465473175049,1.0029709339141846
train,0,151,0.7130712270736694,1.0102026462554932
train,0,152,0.7248075604438782,1.0170183181762695
train,0,153,0.7166779041290283,1.0241923332214355
train,0,154,0.7239802479743958,1.0306222438812256
train,0,155,0.7148017287254333,1.0384302139282227
train,0,156,0.7257353067398071,1.0444869995117188
train,0,157,0.7079326510429382,1.0503864288330078
train,0,158,0.7073304057121277,1.0564050674438477
train,0,159,0.7205678224563599,1.0635707378387451
train,0,160,0.7176296710968018,1.0695750713348389
train,0,161,0.727454662322998,1.0763189792633057
train,0,162,0.7310425043106079,1.0826406478881836
train,0,163,0.725023090839386,1.0889296531677246
train,0,164,0.7113935947418213,1.0964016914367676
train,0,165,0.7288311719894409,1.1022531986236572
train,0,166,0.7183009386062622,1.1086328029632568
train,0,167,0.7110663056373596,1.1156682968139648
train,0,168,0.7268997430801392,1.122168779373169
train,0,169,0.7172809839248657,1.1286942958831787
train,0,170,0.7149014472961426,1.1343276500701904
train,0,171,0.7298678755760193,1.141409158706665
train,0,172,0.7195826768875122,1.1478748321533203
train,0,173,0.7193393707275391,1.154493808746338
train,0,174,0.7108228802680969,1.1616528034210205
train,0,175,0.7228847146034241,1.167412519454956
train,0,176,0.7229764461517334,1.1733944416046143
train,0,177,0.7239238023757935,1.1798205375671387
train,0,178,0.7218911647796631,1.186023473739624
train,0,179,0.7206547856330872,1.192880392074585
